"game_id","quarter","time","minute","second","play","pos_team","away_score","home_score","season"
"225g2kfh1838",3,"0.0",0,0,"Vinyl defensive team rebound","Vinyl",42,63,2025
"225g2kfh1838",3,"0.0",0,0,"End of the 3rd Quarter",NA,42,63,2025
"225g2kfh1838",4,".",0,NA,"Rhyne Howard misses two point shot","Vinyl",42,63,2025
"225g2kfh1838",4,".",0,NA,"Aliyah Boston offensive rebound","Vinyl",42,63,2025
"225g2kfh1838",4,".",0,NA,"Aliyah Boston makes two point shot","Vinyl",44,63,2025
"225g2kfh1838",4,".",0,NA,"Brittney Sykes assist","Rose",44,63,2025
"225g2kfh1838",4,".",0,NA,"Chelsea Gray makes three point shot","Rose",44,66,2025
"225g2kfh1838",4,".",0,NA,"Rae Burrell misses three point shot","Vinyl",44,66,2025
"225g2kfh1838",4,".",0,NA,"Brittney Sykes defensive rebound","Rose",44,66,2025
"225g2kfh1838",4,".",0,NA,"Chelsea Gray makes three point shot","Rose",44,69,2025
"225g2kfh1838",4,".",0,NA,"Brittney Sykes assist","Rose",44,69,2025
"225g2kfh1838",4,".",0,NA,"Rae Burrell misses three point shot","Vinyl",44,69,2025
"225g2kfh1838",4,".",0,NA,"Brittney Sykes defensive rebound","Rose",44,69,2025
"225g2kfh1838",4,".",0,NA,"Chelsea Gray misses three point shot","Rose",44,69,2025
"225g2kfh1838",4,".",0,NA,"Rae Burrell defensive rebound","Vinyl",44,69,2025
"225g2kfh1838",4,".",0,NA,"Rae Burrell lost ball turnover","Vinyl",44,69,2025
"225g2kfh1838",4,".",0,NA,"Lexie Hull misses three point shot","Rose",44,69,2025
"225g2kfh1838",4,".",0,NA,"Rae Burrell defensive rebound","Vinyl",44,69,2025
"225g2kfh1838",4,".",0,NA,"Aliyah Boston misses two point shot","Vinyl",44,69,2025
"225g2kfh1838",4,".",0,NA,"Vinyl offensive team rebound","Vinyl",44,69,2025
"225g2kfh1838",4,".",0,NA,"Rae Burrell misses two point shot","Vinyl",44,69,2025
"225g2kfh1838",4,".",0,NA,"Brittney Sykes defensive rebound","Rose",44,69,2025
"225g2kfh1838",4,".",0,NA,"Rose offensive team rebound","Rose",44,69,2025
"225g2kfh1838",4,".",0,NA,"Brittney Sykes misses two point shot","Rose",44,69,2025
"225g2kfh1838",4,".",0,NA,"Aliyah Boston defensive rebound","Vinyl",44,69,2025
"225g2kfh1838",4,".",0,NA,"Brittney Sykes personal foul","Rose",44,69,2025
"225g2kfh1838",4,".",0,NA,"Foul","Vinyl",44,69,2025
"225g2kfh1838",4,".",0,NA,"Chelsea Gray makes free throw (1pt.)","Rose",44,70,2025
"225g2kfh1838",4,".",0,NA,"Rae Burrell misses free throw (2pt.)","Vinyl",44,70,2025
"225g2kfh1838",4,".",0,NA,"Aliyah Boston offensive rebound","Vinyl",44,70,2025
"225g2kfh1838",4,".",0,NA,"Aliyah Boston makes two point shot","Vinyl",46,70,2025
"225g2kfh1838",4,".",0,NA,"Chelsea Gray misses three point shot","Rose",46,70,2025
"225g2kfh1838",4,".",0,NA,"Rhyne Howard personal foul","Vinyl",46,70,2025
"225g2kfh1838",4,".",0,NA,"Brittney Sykes makes two point shot","Rose",46,72,2025
"225g2kfh1838",4,".",0,NA,"Brittney Sykes personal foul","Rose",46,72,2025
"225g2kfh1838",4,".",0,NA,"Rhyne Howard misses two point shot","Vinyl",46,72,2025
"225g2kfh1838",4,".",0,NA,"Chelsea Gray defensive rebound","Rose",46,72,2025
"225g2kfh1838",4,".",0,NA,"Chelsea Gray misses two point shot","Rose",46,72,2025
"225g2kfh1838",4,".",0,NA,"Rae Burrell defensive rebound","Vinyl",46,72,2025
"225g2kfh1838",4,".",0,NA,"Brittney Sykes personal foul","Rose",46,72,2025
"225g2kfh1838",4,".",0,NA,"Rae Burrell misses free throw (2pt.)","Vinyl",46,72,2025
"225g2kfh1838",4,".",0,NA,"Brittney Sykes defensive rebound","Rose",46,72,2025
"225g2kfh1838",4,".",0,NA,"Brittney Sykes misses two point shot","Rose",46,72,2025
"225g2kfh1838",4,".",0,NA,"Rose offensive team rebound","Rose",46,72,2025
"225g2kfh1838",4,".",0,NA,"Chelsea Gray makes two point shot","Rose",46,74,2025
"225g2kfh1838",4,".",0,NA,"End of Game",NA,46,74,2025
"2bp02n0q27tj",1,"7:00",7,0,"Jumpball (Rose gains possesion)","Rose",0,0,2025
"2bp02n0q27tj",1,"6:40",6,40,"Chelsea Gray misses two point shot","Rose",0,0,2025
"2bp02n0q27tj",1,"6:39",6,39,"Rose offensive team rebound","Rose",0,0,2025
"2bp02n0q27tj",1,"6:36",6,36,"Brittney Sykes makes two point shot","Rose",2,0,2025
"2bp02n0q27tj",1,"6:36",6,36,"Chelsea Gray assist","Rose",2,0,2025
"2bp02n0q27tj",1,"6:21",6,21,"Kayla McBride misses three point shot","Laces",2,0,2025
"2bp02n0q27tj",1,"6:20",6,20,"Angel Reese defensive rebound","Rose",2,0,2025
"2bp02n0q27tj",1,"6:15",6,15,"Brittney Sykes lost ball turnover","Rose",2,0,2025
"2bp02n0q27tj",1,"6:00",6,0,"Tiffany Hayes misses three point shot","Laces",2,0,2025
"2bp02n0q27tj",1,"6:00",6,0,"Angel Reese defensive rebound","Rose",2,0,2025
"2bp02n0q27tj",1,"5:52",5,52,"Brittney Sykes misses two point shot","Rose",2,0,2025
"2bp02n0q27tj",1,"5:51",5,51,"Tiffany Hayes defensive rebound","Laces",2,0,2025
"2bp02n0q27tj",1,"5:45",5,45,"Tiffany Hayes makes three point shot","Laces",2,3,2025
"2bp02n0q27tj",1,"5:45",5,45,"Kayla McBride assist","Laces",2,3,2025
"2bp02n0q27tj",1,"5:24",5,24,"Chelsea Gray misses two point shot","Rose",2,3,2025
"2bp02n0q27tj",1,"5:23",5,23,"Angel Reese offensive rebound","Rose",2,3,2025
"2bp02n0q27tj",1,"5:22",5,22,"Alyssa Thomas personal foul","Laces",2,3,2025
